Time,Content,Date
2016-02-17 21:00:21,"@capital1point1 The wording is ""suggests"" not ""is"". I know of no other way to give a hint of the mathematical relevance of the results.",2016-02-17
2016-02-18 16:26:49,"@capital1point1 @confusedtrader1 I try to balance ""enough"" against ""too much"". I get your point, just don't want to cause confusion.",2016-02-18
2016-02-26 20:34:00,"Thru Tuesday, small traders had increased their bets against major indexes to an all-time $ record. $SPX https://t.co/aC3u67SSXV",2016-02-26
2016-03-01 20:39:57,@hmeisler https://t.co/5lYxJ17ASV,2016-03-01
2016-03-01 22:53:52,"@TommyThornton I'd say join us in MN, v strong cycling community, ranks high in almost every category, but those taxes tho.",2016-03-01
2016-03-01 22:57:20,@PeterPrudden @TommyThornton There is that.,2016-03-01
2016-03-02 15:09:55,"Could someone explain why oil stocks can't bottom when supply is heavy - using data, and not guesses? https://t.co/xIyjxsK1KP",2016-03-02
2016-03-03 16:27:21,The cycle will never change. https://t.co/8UJxHmW5xQ,2016-03-03
2016-03-13 16:12:24,"Widespread optimism. Almost always precedes 1-3 weeks of flat-down prices, except transitions to new bull mkts. https://t.co/1aKtY2JUfL",2016-03-13
2016-03-14 17:01:50,"@greenlander1 Yes, it's on a tab on the Dashboard, and also via More &gt; Optimism Index Heatmap.",2016-03-14
2016-03-17 19:26:06,This will be the 6th time in 50 years the S&amp;P 500 has erased a 10% YTD correction. https://t.co/6wePr07hek,2016-03-17
2016-03-26 15:01:16,@Joecool2005 large specs would make up the difference,2016-03-26
2016-04-11 14:50:44,"The hypocrisy of these people is disgusting.

https://t.co/iWLGHNMJPc https://t.co/iNr60bmE0e",2016-04-11
2016-04-11 15:00:58,"@warcapital They exposed Berkshire to potential $15 billion+ loss. Definition of ""just"" is reminiscent of Bill Clinton's ""is"" argument.",2016-04-11
2016-04-13 13:02:05,"Among Rydex mutual fund traders, cash positions are getting uncomfortably low. https://t.co/5L0yts52Zc",2016-04-13
2016-04-14 12:14:47,"@Solrac_Solar @NikoGarnier The point isn't whether it was a good trade. Hypocrisy is saying one thing, doing another.",2016-04-14
2016-04-19 16:50:20,"Median 1-yr return after a Golden Cross with a *rising* 200-day avg = 3.7%.

With a *falling* 200-day average = 18.2%",2016-04-19
2016-04-19 16:53:58,"@hmeisler The test was ""as is"" so if the 200-day was higher than it was 5 days ago at the time of the Cross, it was rising.",2016-04-19
2016-04-19 16:54:52,@OphirGottlieb Since 1928. 27 rising. 21 falling.,2016-04-19
2016-04-19 16:56:32,"@hmeisler Mine neither. Point was that conventional ""wisdom"" about rising 200-day being better for a Golden Cross is highly questionable.",2016-04-19
2016-04-22 14:55:42,This is perfect. https://t.co/cUg3nirKHO,2016-04-22
2016-04-22 15:49:55,"Always good to remember that forward earnings estimates are actually backward-looking, despite the name. https://t.co/K0Mr1Lw79p",2016-04-22
2016-04-22 15:50:53,"Correlation b/ween S&amp;P earnings estimates and:

S&amp;P's previous qtr return: 41%
Current qtr return: 22%
Next qtr return: 3%",2016-04-22
2016-04-22 18:05:27,"Weird - this could be only the 3rd time in 55 years with 70% Up Issues on NYSE on a day the S&amp;P is negative (8/18/82, 12/31/98).",2016-04-22
2016-04-22 19:21:41,@TheChartmeister Agree that times change but it's a slippery slope. How to adjust for high-freq trading? ETF proliferation?,2016-04-22
2016-04-25 14:58:37,"Context: Ind Prod peaked 16 mos ago, -3%. Since '30, 15 precedents. 1yr later S&amp;P 500 = +19.2%, 11 positive. https://t.co/YhDQFkpR9B",2016-04-25
2016-04-29 13:10:55,Zero Hedge should not be vilified for preying on fear. All mass-market financial media do the same thing. https://t.co/lwl8LFe40C,2016-04-29
2016-04-29 13:48:48,@mark_dow @Cessnadriver50 How many media contributors have gone on TV/print to tout a position while they were actively selling it?,2016-04-29
2016-04-29 13:50:13,"@carlquintanilla @Peter_Atwater Dispassionate reporting is one thing, excitedly fanning the flames is quite another.",2016-04-29
2016-04-29 13:54:18,"@carlquintanilla @Peter_Atwater Not sure why. This is dispassionate? TUMBLE! PANIC! It feeds the flames.
https://t.co/5WCspyS5Q0",2016-04-29
2016-04-29 13:55:34,@mark_dow @Cessnadriver50 Both are felonies.,2016-04-29
2016-04-29 13:56:40,"@carlquintanilla @Peter_Atwater Okay, now *I* am laughing.",2016-04-29
2016-05-05 13:55:53,"Almost every stock in the Utility Average is above its short-, medium- and long-term averages. https://t.co/MowMUfwmfo",2016-05-05
2016-05-07 18:09:15,"@danno924 Has been mixed, actually negative in the shorter-term up to 10 days later.",2016-05-07
2016-05-19 14:54:15,What it means when stocks go a long time without a new high but no bear market...nothing (this is from March). https://t.co/uH1TNRnDvd,2016-05-19
2016-05-22 20:09:20,"@innovinance looked at it a couple months ago, consistently bullish longer term.",2016-05-22
2016-05-22 20:10:14,"@Victory4Mation right, that was the point. Long time between highs was not predictive.",2016-05-22
2016-05-22 20:11:21,@TraderMD if using it as a sentiment tell the only applicable index is spx cash.,2016-05-22
2016-05-23 14:38:44,When year-over-year earnings decline for 6 consecutive quarters [from April report]. https://t.co/aaY5ZoQTSV,2016-05-23
2016-05-26 18:30:01,@FZucchi @TN Hey Fil! It just looks at the current reading relative to a moving avg.,2016-05-26
2016-06-01 15:06:53,"I'll see your anecdotal evidence and raise, @NorthmanTrader https://t.co/8YnfKlQCM5",2016-06-01
2016-06-01 16:26:13,"There once was a trader from the States
Who bet on rising rates
They dropped instead
He was in over his head
Now he's dishwashing plates",2016-06-01
2016-06-01 16:28:08,"@NorthmanTrader So much demand from editors/producers for ""extreme"" content, really hard to read anything into mass media anymore.",2016-06-01
2016-06-01 19:52:57,@hmeisler The low allocation is due to a single strategist with an outlier forecast. The whole sample size is like 4 or 5.,2016-06-01
2016-06-01 20:01:28,@hmeisler I just wouldn't want to extrapolate from it. E.g. I don't think Canaccord is included &amp; they have the most bullish strategist.,2016-06-01
2016-06-02 14:26:18,Another - correlations based on price levels instead of returns... https://t.co/3LH5VWCSBx,2016-06-02
2016-06-03 17:07:17,Wheat - interesting that it's starting to perk up now. https://t.co/k7Bcfi3QJs,2016-06-03
2016-06-03 19:35:02,Smaller futures traders are really not buying this rally. Almost back to a record short position. https://t.co/2rw4r548TQ,2016-06-03
2016-06-03 19:47:57,"@hmeisler Like Richard Gere, it has potential - I would prefer to see it turn higher.",2016-06-03
2016-06-04 17:54:43,Stocks Fall Modestly on Subpar Jobs Report https://t.co/0AyAoHhs21 via @barronsonline,2016-06-04
2016-06-07 19:24:54,When the VIX has rallied along with the S&amp;P... https://t.co/ACscNrfDwc,2016-06-07
2016-06-09 17:01:13,"If trying to determine whether the Soros et al news is a bad sign, don't fall for this trap. https://t.co/hK07lL1OpH",2016-06-09
2016-06-13 17:04:09,"@McClellanOsc One thing I've learned over the years is someone else is always first. I wrote about it in May, and I think Leuthold in April.",2016-06-13
2016-06-13 17:14:16,Add Blair Hull to those not exactly enamored with the prospects for stocks. https://t.co/huUHbhzjot,2016-06-13
2016-06-13 18:00:25,"@PMSInvestor @business It's another name for the Coppock Curve, a long-term average of stocks' rate-of-change.",2016-06-13
2016-06-13 19:17:41,"FWIW, there have only been 3 days in 30 years that VIX &gt; 20% when SPX &lt; -.75%. A week later, SPX was -1.2%, -4.4%, -3.5%.",2016-06-13
2016-06-13 19:19:27,"@sentimentrader The dates were 1987-08-11, 2001-07-03 and 2014-12-08.",2016-06-13
2016-06-13 19:31:25,"@carbload No, 1986, but CBOE has released different versions over the years.",2016-06-13
2016-06-15 15:49:07,@hmeisler $SC would be my pick.,2016-06-15
2016-06-15 15:53:28,@hmeisler Yep https://t.co/NsfUOoo1Qo,2016-06-15
2016-06-24 12:01:08,"Of the 17 times the S&amp;P futures or SPY gapped down 3%, the best results were from the open to 4 days later, up 14 times avg 6.5%.",2016-06-24
2016-06-24 12:09:05,"In 30 years, there have been 3 all-out panic days with VIX +25%, gold +2% and 30yr bond +2%: 2008-09-29, 2010-05-06, 2011-08-08",2016-06-24
2016-06-27 01:22:25,"@Not_Raven @TheEuchre This is every date avail from CNBC, Google, FB. I asked producers, no response.",2016-06-27
2016-06-27 14:43:53,@hmeisler -2.9% from 1987-11-09,2016-06-27
2016-06-27 16:41:44,@TommyThornton yes https://t.co/3WGlf3vUQY,2016-06-27
2016-06-27 19:40:54,"@FZucchi @jderuy Yes, put a note out about it earlier. https://t.co/Wyfo3achTB",2016-06-27
2016-07-07 19:21:55,"The Hamptons flap rings familiar. From Feb 20, 2007...Birthday Parties of The Rich and Famous | https://t.co/KRVNClbwhM",2016-07-07
2016-07-08 19:10:25,"@omrangassan Depends on the market, but mostly a combo of surveys, fund flows, option mkt, breadth, trader positions, volatility.",2016-07-08
2016-07-08 19:16:15,"There have been 8 times when $SPY, $TLT, $GLD all up when payrolls beat estimates. A week later, SPY down 7 times, avg -1.9%.",2016-07-08
2016-07-11 16:00:03,@ritholtz @Cimmerian999 ...he said when the top tax rate was 25%.,2016-07-11
2016-07-12 01:26:31,"Pokemon resurgence brings shades of the 2000 bubble in stocks (yes, this is tongue in cheek). https://t.co/WPY4qgm2KI",2016-07-12
2016-07-12 14:40:52,"@hmeisler Yep, on the Brexit day(s) anyway. https://t.co/nAM1BcvkD2",2016-07-12
2016-07-12 20:45:57,"Here is every time in 20 years that NYSE Up Volume averaged &gt; 70% over 10 days. 2009-03-23, and today. https://t.co/UQlxRlLAIN",2016-07-12
2016-07-13 16:33:21,Record Stock-Market Rally Powered by Companies Analysts Despise https://t.co/5hsYAY4Ux0 via @business,2016-07-13
2016-08-05 19:35:46,"""Smart money"" hedgers are now short $55 billion worth of index futures, 2nd-most (barely) all-time. https://t.co/Lf7Xb2zJQ9",2016-08-05
2016-08-09 16:19:22,"So, so true. https://t.co/jtZ6QazQGo",2016-08-09
2016-08-10 02:09:28,"@allstarcharts glad to be back, thanks for keeping a lid on the markets :)",2016-08-10
2016-08-11 15:58:06,"A little ""Pit Bull"", a little ""Bonfire/Vanities"". Great look at the personalities on the other end of our trades. https://t.co/teP1umkjHi",2016-08-11
2016-08-22 16:08:46,"OPTIONALITY
Buyers = Soros, Tudor; short-term trend anticipators.
Sellers = Pension funds; long-term trend followers.

Caveat venditor.",2016-08-22
2016-08-26 18:25:19,"Shocking! If close &lt; 2157, S&amp;P will go from w/in 1% of a high to a 30-day low. Shock days almost never = large trend change, tho.",2016-08-26
2016-08-29 16:00:09,"How credit analysts get promoted...this is important.

https://t.co/xlyfRcToIU

h/t @abnormalreturns",2016-08-29
2016-09-02 00:58:26,"@brianggrattan Yes, but there's also this...https://t.co/D974Pea1AC",2016-09-02
2016-09-02 00:58:59,"@CapitalObserver Using a comparison of a hedge fund performance index against the S&amp;P...the more correlated, the higher the exposure.",2016-09-02
2016-09-06 14:49:29,"Re: #4...Speculators are at/near all-time record long in index futures, and surveys are in their 90% percentile. https://t.co/8ls7C0EjJl",2016-09-06
2016-09-06 20:56:50,@TN @michaelsantoli Here you go. https://t.co/ws1F3mhXol,2016-09-06
2016-09-09 14:33:09,When the -1% streak ends and the S&amp;P 500 had been at a 52-week high recently. Next 2 weeks were iffy. https://t.co/7g8reiXjAr,2016-09-09
2016-09-09 19:03:25,"@hmeisler @gregg89089443 June 20, 2013. Jan 29, 2009 prior to that.",2016-09-09
2016-09-09 19:42:03,"As of Tuesday, large speculators (hedge funds etc) were long an all-time record $65 bn of index futures. https://t.co/tPF7JeV8e3",2016-09-09
2016-09-12 13:29:21,"If you made that VIX/SPX assumption, you would have been wrong 24% of the time since 1986... https://t.co/EBbd4L6cmF",2016-09-12
2016-09-12 13:31:49,"And it has always been the ""true"" intellectuals on Wall Street that caused the biggest problems. https://t.co/EBbd4L6cmF",2016-09-12
2016-09-12 13:43:26,"@CycleAgnostic Not when your baseline assumption is ""always"".",2016-09-12
2016-09-12 13:45:27,"@Maslows_Wants The fetish toward academics and pure quants in auction markets is always disturbing, causing distortions until they break.",2016-09-12
2016-09-12 13:56:16,@MrTopStep I'd trust an experienced floor trader over a quant every day of the week and twice on Sunday.,2016-09-12
2016-09-12 16:20:44,"+1000 The bashers are usually either academics who never actually *do* anything, or self-interested asset managers. https://t.co/Xi2HSjWWXX",2016-09-12
2016-09-13 18:57:57,"Quite a spike in the trading of ""fear"" ETFs. https://t.co/Yhq52jLh1c",2016-09-13
2016-09-13 19:28:12,@jessefelder Probably most of it.,2016-09-13
2016-09-14 01:41:39,All the people that have been pulling money out of funds the past year. https://t.co/sJXQqdZUgk,2016-09-14
2016-09-14 16:03:26,It's never a waste of time to listen to Doug.  https://t.co/eKTAvwmmEX,2016-09-14
2016-09-14 20:10:01,"@dougnashif @BobBrinker A long time. And managing money. He is balanced, not perma-anything.",2016-09-14
2016-09-15 12:28:56,"Ford motor $F, transitioning to Silicon Valley. The 2000 transition to a .com didn't work too well. https://t.co/7Z64JuljDQ",2016-09-15
2016-09-18 19:00:33,"@CapitalObserver Yes, largest drop in exposure in history, but given that exposure was so high to begin with, it's still high.",2016-09-18
2016-09-18 19:03:06,"@TN Further back, the initial backwardation coincided with almost the exact lows in stocks, except for Jul/Aug 2011.",2016-09-18
2016-09-19 13:15:24,A perfect example of why we should *always* ask ourselves why someone chooses specific conditions. https://t.co/01nb7k4bHP,2016-09-19
2016-09-19 21:38:32,@CapitalObserver Nah. Random.,2016-09-19
2016-09-21 12:30:15,@SevenSentinels There was no pattern to future performance that I could discern.,2016-09-21
2016-09-22 13:06:57,"""Negative sentiment"". The last time AAII bears were at a 6-mo hi along with Nasdaq was 2015-06-23. Naz -16% within 50 days.",2016-09-22
2016-09-22 16:30:22,"@sudhirborra True at extremes, but deciding what indicator(s) to use and what constitutes an extreme requires tests and judgment.",2016-09-22
2016-09-29 13:16:15,Optimism on Amazon $AMZN is now higher than 1490 of the stocks in the S&amp;P 1500. https://t.co/SBJmANQgMs,2016-09-29
2016-10-06 14:37:05,"From ""stocks are the new bonds"" to record outflows from min-volatility funds. Eat that, EMH (https://t.co/uI5RUbCogm). https://t.co/OWsg4uuOIX",2016-10-06
2016-10-07 21:55:56,Here's a looksie at all double inside weeks in the S&amp;P 500 over the past 20 years. https://t.co/ydOrHvWDl5,2016-10-07
2016-10-18 13:02:45,"@hmeisler On average, up gaps only fail once before they don't fail. But once it gets to 4 straight fails, rarely goes longer. https://t.co/24duuziQ4O",2016-10-18
2016-10-18 13:39:01,"@SmadaWKram @hmeisler Just a close&lt;open, in other words - not a ""gap and go""",2016-10-18
2016-10-19 13:18:50,"Blackrock says $50tn is in cash, big tailwind for stocks. Fed says $11tn is in U.S, or 15% of assets, among lowest in 60 yrs. https://t.co/FDDM5JQHSS",2016-10-19
2016-10-24 13:34:22,Large deals do tend to lead to some short-term weakness. Not so much after the first month. https://t.co/zeo8bhc4Zr,2016-10-24
2016-10-27 14:25:35,"Twitter's $TWTR revenue growth has slowed after its IPO...just like $GOOG, $FB, $AMZN and $NFLX https://t.co/ePIuz0Yzzf",2016-10-27
2016-10-30 12:11:26,Its about time the conspiracy swung Johnson's way. He's up to 6%! https://t.co/IblDiyJRmb,2016-10-30
2016-11-02 18:59:23,@todd_harrison @rcslk @sharkbiotech Sure thing...here you go: https://t.co/8DzHkbKyOB,2016-11-02
2016-11-04 19:41:25,"Volatility in Nat Gas proves too much for speculators, who yell ""get me out"" to a record degree. They have a long way to go. https://t.co/bTphbmCjOI",2016-11-04
2016-11-09 07:07:21,The (previous) biggest surprise. https://t.co/90cJyiJpzZ,2016-11-09
2016-11-09 07:21:39,@CTfutures Yes,2016-11-09
2016-11-09 12:55:56,ICYMI: The greatest surprises in U.S. presidential history. $SPX #election2016 #clintondefeatstrump https://t.co/sx4OAmOQkt,2016-11-09
2016-11-09 18:53:23,"Nope, at least not according to our data (Bloomberg, Federal Reserve), either in terms of futures prices or yield increase. https://t.co/O0whV8ec7X",2016-11-09
2016-11-09 19:07:14,"@SmadaWKram @hmeisler @nanexllc Not sure, I don't have good data on days when the limits were hit. It's been a changing target.",2016-11-09
2016-11-10 15:11:50,"According to Aaron Sorkin, the Dow dropped 38% overnight and we're in for a deep recession. So a new all-time high now is pretty good.",2016-11-10
2016-11-10 15:13:53,There has been a strong positive correlation between knee-jerk presidential reactions and returns a month later for financials. https://t.co/CXWnjLokkl,2016-11-10
2016-11-10 15:23:54,@biddrafter The correlation is essentially zero for a random day and returns a month later.,2016-11-10
2016-11-10 21:51:12,Never before in &gt; 50 years has the Dow closed at a 52-wk high along with this great a % of stocks at new 52-wk highs AND lows.,2016-11-10
2016-11-10 21:51:42,"@sentimentrader And yes, we know that it's influenced by interest rates. Doesn't matter. It always has been.",2016-11-10
2016-11-11 18:44:46,The Education of a Speculator is one of the top 5 books on markets ever. Changed my life. https://t.co/BAZeKvlpjC,2016-11-11
2016-11-14 13:37:14,"Polling works. The last ""trade"" failed, now the mass wants to abandon it. This is why there are opportunities in markets.",2016-11-14
2016-11-22 02:25:15,"When the ""big four"" make new all-time highs together. Actually a negative average return 3 months later. https://t.co/BIWPY8Lr4F",2016-11-22
2016-11-29 13:29:07,"@CapitalObserver A couple of times, but no real pattern between them. https://t.co/SWEYcP6lP8",2016-11-29
2016-12-02 14:25:44,"@michaellebowitz @todd_harrison Can't wait to read it. Funny how we continue to see it despite claims that ""everybody's a contrarian.""",2016-12-02
2016-12-06 23:38:19,More than 40% of our core indicators are showing extreme optimism. Pessimism? Ummm...none. https://t.co/OuBefAwfq5,2016-12-06
2016-12-08 15:36:15,Dow Theory has been better in theory than in practice. The Transports are not a good leading/confirming index anymore (if it ever was). https://t.co/9SyqfJD4YB,2016-12-08
2016-12-09 02:03:08,73% of S&amp;P 500 financial stocks at a 52-week high on Thursday. That's the 2nd-highest in 25 years.,2016-12-09
2016-12-09 22:43:49,"Prior to today, the last time $SPY closed up 0.5% to a multi-year high on negative breadth was March 24, 2000.",2016-12-09
2016-12-12 16:00:02,Y'all have gotten pretty positive on the Dow over the past month $DIA $DJIA https://t.co/bjb0LlZF82,2016-12-12
2016-12-12 17:25:47,Many accounts with good perspectives on this list. https://t.co/lX2ujqTzz1,2016-12-12
2016-12-13 14:22:51,"People seem really, really (really!) interested in Dow 20,000 $DIA $DJIA https://t.co/G3bsoW4uoy",2016-12-13
2016-12-14 19:15:17,Dow's return next 20 days when hitting 3-year high on FOMC decision day. 4-to-1 risk-to-reward skew. $DIA https://t.co/ryjO0ms8Hk,2016-12-14
2016-12-15 16:00:31,"""Failures four, now you're poor. But breakout five ain't no jive."" That's probably a rule. https://t.co/id7oEH8l9u",2016-12-15
2016-12-16 14:00:25,"""Mr. Buffett has declined to comment..."" LOLs. This is how ""Uncle Warren"" really operates. Shrewd, but he ain't your uncle. https://t.co/rQXG58Dbmc",2016-12-16
2016-12-16 14:09:07,Santa Claus rally in the Nasdaq 100 is not the most reliable $NDX $QQQ https://t.co/MvbztIk64Z,2016-12-16
2016-12-16 18:52:47,"Interesting timing, Goldman. Interesting timing. $GS https://t.co/mpM7YzZrfy",2016-12-16
2016-12-16 23:00:27,@jkrinskypga The last 5 days still avg -0.1%.,2016-12-16
2016-12-19 13:22:35,@KGuoting Here: https://t.co/DukeNFc800,2016-12-19
2016-12-19 18:39:18,This is probably why the stock sucks. $TWTR https://t.co/nOAOs0uTWx,2016-12-19
2016-12-20 18:46:59,"After peaking at $554 million in February, assets in bearish Rydex funds have dropped 75%, nearly the lowest in 20 years. https://t.co/QOnfKR4nuV",2016-12-20
2016-12-21 14:43:44,"When Term Structure &lt; 0.8, $VIX rallied an average of 54% at some point within the next 3 months. All 15 dates saw a jump of &gt; 25%. https://t.co/05PVWlNjg0",2016-12-21
2016-12-21 15:04:45,"@mark_dow @hmeisler Typical argument. But buy $VXX, worst fund in history, 3 days before Xmax and selling at year-end = 6 wins, 1 loss.",2016-12-21
2016-12-21 15:07:06,"Not recommended (!!!) but $VXX, worst fund in history, from 3 days before Xmas thru year-end = 6 wins, 1 loss.",2016-12-21
2016-12-21 15:11:06,"@mark_dow @hmeisler Uhh...no. You're saying ""NBA players *should* be tall."" I'm saying, ""Look at them.""",2016-12-21
2016-12-21 15:18:19,@mark_dow @hmeisler $VIX has been up 21/25 years during that time frame. So which side is the outlier?,2016-12-21
2016-12-22 20:26:07,@TN Here you go. https://t.co/ghCxV1wQ3h,2016-12-22
2016-12-22 20:55:12,@HORANCapitalAdv @TN Current weight is ex-REITs,2016-12-22
2016-12-22 23:52:19,@CapitalObserver @TN Very true. Corrected version attached. Highest weight now is tech at 21%. https://t.co/lgIXunqQaB,2016-12-22
2016-12-23 14:38:21,"When volatility ETPs become so extreme that shares get split, it has preceded a change in trend (this is from August 8). $VIX $UVXY https://t.co/quL4uESTaO",2016-12-23
2016-12-24 14:01:58,"Private pensions underfunded to near-record degree while allocation to stocks is near record high. Not a lot of ""oomph"" left. https://t.co/RufET97K6B",2016-12-24
2016-12-27 22:48:56,"Ahh, so this is why volatility is so low. The Black Swan is dead. https://t.co/PQOJKPdqSz",2016-12-27
2016-12-28 14:52:19,"Nearly 50% of core indicators are at an optimistic extreme, the 3rd time in the past 5 years. https://t.co/CZ3K5hPsKV",2016-12-28
2016-12-28 19:26:48,A great (free!) resource... https://t.co/KS6aT7Ktcu,2016-12-28
2017-01-04 13:42:15,"Endorse. So far this a.m., learned from @AP that Maria is mortified, Kim K is back, and a dog doesn't like wearing sweaters. https://t.co/0WGFIOPw9n",2017-01-04
2017-01-04 15:52:48,"By the time an earnings recession ends, stocks have already priced in future gains much of the time. $spx https://t.co/083BBer7pt",2017-01-04
2017-01-04 19:16:03,"This would be 4th time in this bull mkt (since '09) that $VIX ⬇️ 5% back-to-back and &lt; 13. Next 30 days, it spiked 45%, 226%, 84%.",2017-01-04
2017-01-04 19:44:12,@SJD10304 @TVarmageddon Only the last day. First day could be &gt; 13.,2017-01-04
2017-01-04 19:44:54,"@paststat Yes, a higher VIX does not necessarily mean lower stocks. High correlation, not a perfect one.",2017-01-04
2017-01-04 19:51:51,Always a great perspective (from both Ramsey and Santoli). https://t.co/8pcSNHtRL3,2017-01-04
2017-01-05 15:11:19,"His ""hunches"" are up 900% since 1992. https://t.co/hYBSd5WCAf",2017-01-05
2017-01-05 15:31:45,It's funny how hedge fund critics who jump on a yearly decline never mention that the gods at Berkshire had two 50% drawdowns in 10 years. https://t.co/dGddFWQ8kf,2017-01-05
2017-01-05 15:37:43,@AndrewThrasher True - context is important. That's actually my point with the hedge funds as some of their long-term returns are excellent.,2017-01-05
2017-01-06 14:59:52,Jay is wildly under-followed for some weird reason. https://t.co/6LqL9qXwtb,2017-01-06
2017-01-06 15:59:49,@xgerman He is one of the few who are transparent and follows up whether something went right or wrong. Actionable and original.,2017-01-06
2017-01-06 17:02:13,"Could be 13th time $SPX surges to 52-week high on NFP miss. After the others, it was up a little over a month later 2 times, avg -2.1%.",2017-01-06
2017-01-06 20:50:26,"This would be the fewest new 52-week highs on a day the $SPX closed at ATH since May 2015, Sep/Nov 2014 and Mar 2000.",2017-01-06
2017-01-06 21:14:20,"The last time $SPX closed at an all-time high with more ⬇️than ⬆️stocks &amp; volume and &lt; 4% at 52-week highs was March 24, 2000.",2017-01-06
2017-01-09 17:43:37,"Today would be 3rd time that Nasdaq had three new highs with neg breadth (7/13/98, 2/28/12). -24%, -4% 3 mos later. h/t @WillieDelwiche",2017-01-09
2017-01-10 13:34:59,"Extreme small biz optimism preceded:

* '87 crash (oops)
* '95 rally (nice!)
* '97 crash
* '98 crash
* '00 crash
* '03-'06 rally",2017-01-10
2017-01-10 14:05:05,"@ArthurHoganIII Going back further, low SPX/NDX correlation occurred prior to '87, '98 and '00 crashes...",2017-01-10
